Date,Home,Team,Opp,Win,Win Percentage,Rolling Points Scored Average,Rolling FG Average,Rolling FGA Average,Rolling FG% Average,Rolling 3P Average,Rolling 3PA Average,Rolling 3P% Average,Rolling FT Average,Rolling FTA Average,Rolling FT% Average,Rolling ORB Average,Rolling TRB Average,Rolling AST Average,Rolling STL Average,Rolling BLK Average,Rolling TOV Average,Rolling PF Average,Rolling Opp Points Scored Average,Rolling Opp FG Average,Rolling Opp FGA Average,Rolling Opp FG% Average,Rolling Opp 3P Average,Rolling Opp 3PA Average,Rolling Opp 3P% Average,Rolling Opp FT Average,Rolling Opp FTA Average,Rolling Opp FT% Average,Rolling Opp ORB Average,Rolling Opp TRB Average,Rolling Opp AST Average,Rolling Opp STL Average,Rolling Opp BLK Average,Rolling Opp TOV Average,Rolling Opp PF Average,Opp Win Percentage
2024-04-10,1,ATL,CHO,0,0.4556962025316455,118.58227848101266,43.12658227848101,92.69620253164557,0.4663291139240507,13.746835443037975,37.79746835443038,0.3642784810126582,18.582278481012658,23.265822784810126,0.7962151898734178,12.645569620253164,44.9746835443038,26.544303797468356,7.569620253164557,4.569620253164557,13.417721518987342,18.544303797468356,106.41772151898734,40.037974683544306,87.17721518987342,0.4605822784810127,11.91139240506329,33.88607594936709,0.3504177215189873,14.430379746835444,18.443037974683545,0.7853544303797468,9.443037974683545,40.379746835443036,24.70886075949367,6.810126582278481,4.468354430379747,13.734177215189874,18.075949367088608,0.24050632911392406
2024-04-10,1,DEN,MIN,1,0.6962025316455697,114.63291139240506,43.91139240506329,88.73417721518987,0.4959493670886076,11.670886075949367,31.17721518987342,0.3730886075949367,15.139240506329115,19.860759493670887,0.7592151898734177,10.734177215189874,44.46835443037975,29.379746835443036,7.0886075949367084,5.569620253164557,12.594936708860759,18.126582278481013,113.18987341772151,41.36708860759494,85.35443037974683,0.48605063291139244,12.721518987341772,32.75949367088607,0.3884303797468354,17.734177215189874,22.78481012658228,0.7767341772151899,9.39240506329114,43.822784810126585,26.70886075949367,7.886075949367089,6.025316455696203,14.10126582278481,18.746835443037973,0.6962025316455697
2024-04-11,0,CHI,DET,1,0.4683544303797468,111.78481012658227,41.77215189873418,89.16455696202532,0.47018987341772156,11.455696202531646,32.0,0.35720253164556964,16.78481012658228,21.164556962025316,0.7946835443037975,11.050632911392405,43.68354430379747,24.89873417721519,7.594936708860759,4.810126582278481,12.278481012658228,18.734177215189874,110.16455696202532,40.924050632911396,88.25316455696202,0.4642658227848101,11.08860759493671,31.68354430379747,0.35063291139240504,17.227848101265824,21.873417721518987,0.7872151898734177,10.594936708860759,43.48101265822785,25.582278481012658,6.443037974683544,4.708860759493671,15.278481012658228,20.974683544303797,0.16455696202531644
2024-04-11,0,NOP,SAC,1,0.5949367088607594,114.92405063291139,42.43037974683544,87.37974683544304,0.4860886075949368,12.227848101265822,32.379746835443036,0.373746835443038,17.835443037974684,23.10126582278481,0.7717088607594937,10.531645569620252,44.151898734177216,26.89873417721519,8.329113924050633,4.6835443037974684,12.987341772151899,18.50632911392405,116.54430379746836,43.34177215189873,91.0506329113924,0.4760632911392405,14.367088607594937,39.35443037974684,0.36465822784810126,15.49367088607595,20.873417721518987,0.7368481012658228,10.89873417721519,44.164556962025316,28.39240506329114,7.531645569620253,4.2405063291139244,13.20253164556962,19.962025316455698,0.569620253164557
2024-04-11,0,HOU,UTA,0,0.4936708860759494,114.20253164556962,41.65822784810127,90.74683544303798,0.4594050632911392,12.658227848101266,35.949367088607595,0.3525443037974683,18.227848101265824,23.544303797468356,0.7717594936708861,11.354430379746836,45.32911392405063,24.772151898734176,7.860759493670886,4.506329113924051,12.759493670886076,20.89873417721519,115.62025316455696,41.924050632911396,89.9620253164557,0.46654430379746836,12.987341772151899,36.51898734177215,0.354620253164557,18.78481012658228,22.59493670886076,0.8335189873417721,12.139240506329115,45.36708860759494,27.303797468354432,6.531645569620253,5.594936708860759,15.582278481012658,18.59493670886076,0.3670886075949367
2024-04-11,0,GSW,POR,1,0.5569620253164557,118.0379746835443,43.81012658227848,91.87341772151899,0.47821518987341777,14.835443037974683,38.9746835443038,0.3801518987341772,15.582278481012658,20.0,0.776506329113924,12.189873417721518,46.69620253164557,29.31645569620253,6.936708860759493,4.468354430379747,14.341772151898734,19.632911392405063,106.84810126582279,39.54430379746835,89.44303797468355,0.442873417721519,11.544303797468354,33.0253164556962,0.34949367088607597,16.21518987341772,20.468354430379748,0.7941012658227848,12.367088607594937,42.45569620253165,23.21518987341772,7.632911392405063,4.3544303797468356,15.329113924050633,20.29113924050633,0.26582278481012656
2024-04-11,1,BOS,NYK,0,0.7848101265822784,120.44303797468355,43.74683544303797,90.0886075949367,0.4864683544303797,16.518987341772153,42.620253164556964,0.3868481012658228,16.430379746835442,20.303797468354432,0.8088589743589744,10.632911392405063,46.35443037974684,26.82278481012658,6.6835443037974684,6.455696202531645,11.949367088607595,16.164556962025316,112.65822784810126,41.164556962025316,88.59493670886076,0.46554430379746836,13.20253164556962,35.924050632911396,0.3679113924050633,17.126582278481013,21.936708860759495,0.7836582278481012,12.632911392405063,45.164556962025316,24.379746835443036,7.443037974683544,4.0886075949367084,13.215189873417721,17.759493670886076,0.5949367088607594
2024-04-12,0,ATL,MIN,0,0.45,118.525,43.125,92.5625,0.46704999999999997,13.8,37.825,0.36535,18.475,23.175,0.7940750000000001,12.575,44.8875,26.65,7.5625,4.5375,13.475,18.5625,113.1125,41.3625,85.3125,0.486225,12.725,32.725,0.3889875,17.6625,22.7625,0.7741625,9.3875,43.7125,26.6625,7.9,6.0125,14.05,18.775,0.6875
2024-04-12,0,CHI,WAS,1,0.475,111.975,41.8875,89.25,0.47095000000000004,11.4875,32.05,0.35760000000000003,16.7125,21.0875,0.7939125,11.05,43.6625,24.9375,7.675,4.8125,12.2375,18.6875,113.475,42.8625,91.3,0.470125,12.2875,35.425,0.3463375,15.4625,20.225,0.763575,9.2875,41.1625,27.7875,7.6,5.075,14.0375,19.9875,0.1875
2024-04-12,1,CLE,IND,1,0.5875,112.4625,41.6375,87.0,0.47905,13.4875,36.8875,0.3644,15.7,20.4875,0.764125,9.8,43.3125,28.0125,7.4,4.7125,13.5875,17.675,122.9125,46.8,92.625,0.506625,13.175,35.2875,0.3720625,16.1375,20.6625,0.7803375,10.1,41.475,30.55,7.675,5.9125,12.8625,21.4375,0.575
2024-04-12,1,GSW,NOP,0,0.5625,117.8125,43.7125,91.6875,0.4780875,14.8,38.925,0.3796875,15.5875,20.0,0.7767999999999999,12.1625,46.6875,29.25,6.95,4.575,14.3625,19.6125,115.175,42.5125,87.3625,0.48713750000000006,12.35,32.475,0.37595,17.8,23.0375,0.772475,10.4625,44.1,27.0,8.3125,4.65,12.9875,18.475,0.6
2024-04-12,0,ORL,PHI,0,0.575,110.4,40.4125,84.8,0.47787500000000005,11.05,31.325,0.3534125,18.525,24.475,0.756325,10.55,42.2625,24.6375,8.1375,5.1375,14.7625,19.7375,114.5625,41.5125,89.3375,0.46578749999999997,12.0,33.15,0.3589875,19.5375,23.6375,0.8243499999999999,11.0625,42.7625,24.8625,8.5,6.0,11.9625,20.4,0.5625
2024-04-12,0,MIL,OKC,0,0.6125,119.5125,43.325,88.725,0.48903749999999996,14.3125,38.3125,0.37417500000000004,18.55,24.05,0.7673,9.4625,44.325,26.6625,6.7625,5.075,12.7875,19.2625,119.8375,44.4,89.225,0.49896250000000003,13.2875,34.1625,0.3874625,17.75,21.5375,0.8290124999999999,8.7875,41.8875,26.95,8.4375,6.5875,12.675,18.95,0.6875
2024-04-12,0,DEN,SAS,0,0.7,114.65,43.9375,88.6625,0.49667500000000003,11.6625,31.1,0.373925,15.1125,19.9,0.7567875,10.7375,44.4625,29.4,7.0875,5.6,12.6125,18.1625,111.85,41.8,90.75,0.46159999999999995,12.575,36.45,0.346325,15.675,20.0,0.7795625,10.325,44.05,29.8125,7.1625,6.4125,15.125,17.3,0.25
2024-04-12,1,BOS,CHO,1,0.775,120.3,43.7,90.0375,0.4862,16.5125,42.6125,0.386775,16.3875,20.25,0.8089113924050633,10.625,46.225,26.8,6.6875,6.525,11.95,16.1625,106.525,40.0375,87.075,0.46115000000000006,11.9375,33.9125,0.3509,14.5125,18.4875,0.7874749999999999,9.3875,40.2875,24.7125,6.8625,4.4375,13.7375,18.075,0.25
2024-04-12,0,HOU,POR,1,0.4875,114.2875,41.6375,90.8,0.45892499999999997,12.7625,36.0875,0.35372499999999996,18.25,23.525,0.773475,11.4125,45.25,24.7375,7.8625,4.525,12.725,20.8625,106.6625,39.4875,89.5375,0.44184999999999997,11.5,33.0375,0.3480625,16.1875,20.425,0.794475,12.4625,42.5375,23.2,7.65,4.3375,15.3,20.2625,0.2625
2024-04-12,1,DAL,DET,0,0.625,118.6125,43.3375,89.65,0.48397500000000004,14.7625,39.675,0.37017500000000003,17.175,22.6625,0.7523375,9.7,42.8875,25.8375,6.875,4.9875,12.4,18.45,110.1,40.8875,88.1125,0.4646375,11.125,31.725,0.35125,17.2,21.8875,0.785525,10.55,43.4125,25.6,6.4125,4.675,15.3375,20.8625,0.1625
2024-04-12,0,LAL,MEM,1,0.5625,117.9,43.625,87.6125,0.4987125,11.8125,31.325,0.3745,18.8375,24.1375,0.7721625000000001,8.2375,43.2125,28.5375,7.35,5.55,13.9,15.6625,105.575,38.2125,87.9375,0.434825,13.075,37.8125,0.3453875,16.075,21.0375,0.7643125000000001,10.8,42.6125,24.8,8.125,6.2125,15.1,18.975,0.3375
2024-04-12,1,LAC,UTA,0,0.6375,115.8375,42.3625,86.35,0.49083750000000004,12.725,33.0375,0.38608750000000003,18.3875,22.2625,0.8311624999999999,9.825,42.85,25.6375,7.725,4.975,13.1625,18.6,115.725,41.95,89.925,0.4670375,13.0,36.55,0.35467499999999996,18.825,22.65,0.8332875,12.175,45.4125,27.3,6.55,5.6125,15.5875,18.6125,0.375
2024-04-12,1,MIA,TOR,1,0.55,109.8625,39.6875,85.6125,0.46395,12.45,33.6,0.37093750000000003,18.0375,22.05,0.8162499999999999,9.3375,42.3125,25.625,7.4625,3.3875,12.65,17.2875,112.5875,42.3875,89.8625,0.47216250000000004,11.5375,33.0875,0.347125,16.275,21.6125,0.7549374999999999,10.8875,42.7,28.6125,7.8375,4.8,13.8875,18.3375,0.3125
2024-04-12,0,PHO,SAC,1,0.5875,116.2375,42.4375,86.2625,0.49349999999999994,12.4,32.625,0.377775,18.9625,23.5,0.8063125,10.15,44.2625,27.0625,7.4125,6.0625,14.8625,17.9375,116.625,43.375,90.9625,0.47696250000000007,14.3875,39.3375,0.3653625,15.4875,20.8625,0.7370125,10.825,44.0125,28.3625,7.525,4.1875,13.2125,19.925,0.5625
2024-04-12,0,BRK,NYK,0,0.4,110.7125,40.7625,89.275,0.4574625,13.3625,36.8,0.36324999999999996,15.825,20.9375,0.7622125,11.475,44.075,25.7625,6.8125,5.175,13.1125,18.5375,112.725,41.2625,88.725,0.46591250000000006,13.2125,35.925,0.36817500000000003,16.9875,21.7875,0.7813625,12.6875,45.25,24.375,7.4375,4.0875,13.2375,17.6875,0.6
2024-04-14,0,CHI,NYK,0,0.4814814814814814,112.18518518518519,41.96296296296296,89.35802469135803,0.47118518518518515,11.518518518518519,32.08641975308642,0.3581234567901235,16.74074074074074,21.17283950617284,0.7924938271604938,11.123456790123457,43.81481481481482,24.97530864197531,7.691358024691358,4.827160493827161,12.246913580246913,18.765432098765434,112.70370370370371,41.22222222222222,88.65432098765432,0.46581481481481485,13.222222222222221,35.851851851851855,0.36939506172839504,17.037037037037038,21.82716049382716,0.7820864197530863,12.62962962962963,45.074074074074076,24.333333333333332,7.469135802469136,4.074074074074074,13.135802469135802,17.65432098765432,0.6049382716049383
2024-04-14,0,HOU,LAC,1,0.4938271604938271,114.30864197530865,41.666666666666664,90.81481481481481,0.4591604938271605,12.74074074074074,36.123456790123456,0.3528395061728395,18.234567901234566,23.48148148148148,0.7744197530864197,11.395061728395062,45.28395061728395,24.74074074074074,7.802469135802469,4.530864197530864,12.679012345679013,20.85185185185185,115.75308641975309,42.370370370370374,86.46913580246914,0.49030864197530866,12.691358024691358,33.111111111111114,0.3844814814814815,18.320987654320987,22.22222222222222,0.8293456790123458,9.950617283950617,42.864197530864196,25.604938271604937,7.7407407407407405,5.0,13.160493827160494,18.580246913580247,0.6296296296296297
2024-04-14,0,DET,SAS,0,0.1728395061728395,110.06172839506173,40.95061728395062,88.19753086419753,0.46487654320987654,11.08641975308642,31.71604938271605,0.3500987654320988,17.074074074074073,21.728395061728396,0.7854320987654321,10.493827160493828,43.370370370370374,25.567901234567902,6.469135802469136,4.703703703703703,15.234567901234568,20.728395061728396,111.96296296296296,41.839506172839506,90.67901234567901,0.4624320987654321,12.604938271604938,36.407407407407405,0.3476666666666667,15.679012345679013,20.037037037037038,0.7785308641975308,10.333333333333334,44.111111111111114,29.82716049382716,7.098765432098766,6.382716049382716,15.160493827160494,17.246913580246915,0.25925925925925924
2024-04-14,0,BRK,PHI,0,0.3950617283950617,110.66666666666667,40.76543209876543,89.18518518518519,0.45798765432098765,13.333333333333334,36.74074074074074,0.36301234567901236,15.802469135802468,20.91358024691358,0.7619012345679013,11.530864197530864,44.08641975308642,25.71604938271605,6.765432098765432,5.160493827160494,13.123456790123457,18.54320987654321,114.69135802469135,41.51851851851852,89.32098765432099,0.46592592592592597,12.074074074074074,33.19753086419753,0.3605555555555555,19.580246913580247,23.691358024691358,0.8243086419753087,11.024691358024691,42.77777777777778,24.82716049382716,8.469135802469136,6.0,11.975308641975309,20.395061728395063,0.5679012345679012
2024-04-14,1,MIN,PHO,0,0.691358024691358,113.06172839506173,41.32098765432099,85.23456790123457,0.4861604938271605,12.691358024691358,32.77777777777778,0.3875185185185185,17.728395061728396,22.839506172839506,0.774395061728395,9.358024691358025,43.71604938271605,26.691358024691358,7.901234567901234,6.074074074074074,14.049382716049383,18.814814814814813,116.1358024691358,42.407407407407405,86.1358024691358,0.49390123456790125,12.395061728395062,32.617283950617285,0.37774074074074077,18.925925925925927,23.419753086419753,0.8079753086419753,10.098765432098766,44.22222222222222,27.037037037037038,7.37037037037037,6.037037037037037,14.91358024691358,17.91358024691358,0.5925925925925926
2024-04-14,0,MIL,ORL,0,0.6049382716049383,119.35802469135803,43.30864197530864,88.67901234567901,0.48909876543209874,14.271604938271604,38.20987654320987,0.3740864197530864,18.469135802469136,23.91358024691358,0.7692222222222223,9.444444444444445,44.2962962962963,26.666666666666668,6.765432098765432,5.049382716049383,12.864197530864198,19.209876543209877,110.4320987654321,40.44444444444444,84.92592592592592,0.4775679012345679,11.012345679012345,31.271604938271604,0.3527037037037037,18.530864197530864,24.48148148148148,0.7563703703703704,10.54320987654321,42.2962962962963,24.641975308641975,8.123456790123457,5.160493827160494,14.716049382716049,19.753086419753085,0.5679012345679012
2024-04-14,0,POR,SAC,0,0.2592592592592592,106.66666666666667,39.45679012345679,89.60493827160494,0.44119753086419755,11.506172839506172,33.06172839506173,0.348,16.246913580246915,20.530864197530864,0.7936049382716049,12.506172839506172,42.60493827160494,23.160493827160494,7.604938271604938,4.345679012345679,15.197530864197532,20.185185185185187,116.50617283950618,43.333333333333336,90.96296296296296,0.4765061728395062,14.382716049382717,39.32098765432099,0.3653950617283951,15.45679012345679,20.77777777777778,0.7393827160493828,10.802469135802468,43.901234567901234,28.333333333333332,7.580246913580247,4.148148148148148,13.135802469135802,19.91358024691358,0.5555555555555556
2024-04-14,1,MIA,TOR,1,0.5555555555555556,110.04938271604938,39.75308641975309,85.61728395061728,0.46467901234567904,12.506172839506172,33.69135802469136,0.37148148148148147,18.037037037037038,22.061728395061728,0.8158395061728395,9.296296296296296,42.24691358024691,25.765432098765434,7.45679012345679,3.3703703703703702,12.580246913580247,17.271604938271604,112.46913580246914,42.32098765432099,89.70370370370371,0.4722716049382716,11.518518518518519,33.06172839506173,0.34682716049382717,16.308641975308642,21.617283950617285,0.7562839506172839,10.839506172839506,42.67901234567901,28.54320987654321,7.753086419753086,4.753086419753086,13.925925925925926,18.37037037037037,0.30864197530864196
2024-04-14,0,CHO,CLE,1,0.2469135802469135,106.41975308641975,39.93827160493827,86.93827160493827,0.46065432098765435,11.975308641975309,33.925925925925924,0.35186419753086423,14.567901234567902,18.530864197530864,0.7884197530864198,9.320987654320987,40.19753086419753,24.65432098765432,6.814814814814815,4.469135802469136,13.814814814814815,18.037037037037038,112.66666666666667,41.74074074074074,87.09876543209876,0.47962962962962963,13.481481481481481,36.82716049382716,0.36491358024691356,15.703703703703704,20.51851851851852,0.7632839506172839,9.814814814814815,43.28395061728395,28.012345679012345,7.419753086419753,4.679012345679013,13.555555555555555,17.62962962962963,0.5925925925925926
2024-04-14,0,ATL,IND,0,0.4444444444444444,118.37037037037037,43.08641975308642,92.53086419753086,0.4667654320987654,13.74074074074074,37.72839506172839,0.3645432098765432,18.45679012345679,23.19753086419753,0.7926666666666667,12.530864197530864,44.82716049382716,26.604938271604937,7.518518518518518,4.493827160493828,13.493827160493828,18.641975308641975,122.87654320987654,46.79012345679013,92.58024691358025,0.506753086419753,13.123456790123457,35.24691358024691,0.37093827160493825,16.17283950617284,20.679012345679013,0.7813703703703704,10.061728395061728,41.44444444444444,30.62962962962963,7.666666666666667,5.864197530864198,12.876543209876543,21.382716049382715,0.5679012345679012
2024-04-14,0,DEN,MEM,1,0.691358024691358,114.71604938271605,44.0,88.76543209876543,0.49677777777777776,11.679012345679013,31.160493827160494,0.3737654320987654,15.037037037037036,19.77777777777778,0.7585555555555555,10.679012345679013,44.32098765432099,29.419753086419753,7.111111111111111,5.580246913580247,12.567901234567902,18.17283950617284,105.75308641975309,38.27160493827161,88.0246913580247,0.43504938271604937,13.123456790123457,37.82716049382716,0.3465061728395062,16.08641975308642,21.037037037037038,0.7648765432098765,10.864197530864198,42.60493827160494,24.728395061728396,8.197530864197532,6.160493827160494,15.098765432098766,19.074074074074073,0.3333333333333333
2024-04-14,1,BOS,WAS,1,0.7777777777777778,120.4320987654321,43.82716049382716,90.20987654320987,0.48660493827160495,16.48148148148148,42.592592592592595,0.3862098765432099,16.296296296296298,20.160493827160494,0.80745,10.691358024691358,46.30864197530864,26.88888888888889,6.753086419753086,6.45679012345679,11.876543209876543,16.209876543209877,113.64197530864197,42.888888888888886,91.23456790123457,0.4707777777777778,12.358024691358025,35.51851851851852,0.3472345679012346,15.506172839506172,20.333333333333332,0.7622345679012346,9.222222222222221,41.135802469135804,27.839506172839506,7.580246913580247,5.074074074074074,14.012345679012345,20.012345679012345,0.18518518518518517
2024-04-14,0,DAL,OKC,0,0.6172839506172839,118.24691358024691,43.24691358024691,89.5679012345679,0.483358024691358,14.679012345679013,39.54320987654321,0.36901234567901237,17.074074074074073,22.530864197530864,0.7523086419753087,9.691358024691358,42.96296296296296,25.765432098765434,6.851851851851852,4.987654320987654,12.493827160493828,18.333333333333332,119.90123456790124,44.4320987654321,89.22222222222223,0.499320987654321,13.283950617283951,34.20987654320987,0.3869012345679012,17.753086419753085,21.51851851851852,0.8298888888888889,8.777777777777779,41.839506172839506,26.97530864197531,8.493827160493828,6.567901234567901,12.641975308641975,18.864197530864196,0.691358024691358
2024-04-14,0,LAL,NOP,1,0.5679012345679012,117.96296296296296,43.60493827160494,87.53086419753086,0.49896296296296294,11.82716049382716,31.395061728395063,0.37420987654320986,18.925925925925927,24.25925925925926,0.772074074074074,8.25925925925926,43.160493827160494,28.493827160493826,7.320987654320987,5.555555555555555,13.962962962962964,15.679012345679013,115.1604938271605,42.50617283950617,87.39506172839506,0.4868888888888889,12.444444444444445,32.54320987654321,0.37780246913580245,17.703703703703702,22.950617283950617,0.7706543209876543,10.395061728395062,44.02469135802469,26.962962962962962,8.345679012345679,4.654320987654321,12.938271604938272,18.40740740740741,0.6049382716049383
2024-04-14,1,GSW,UTA,1,0.5555555555555556,117.70370370370371,43.666666666666664,91.61728395061728,0.477925925925926,14.777777777777779,38.864197530864196,0.3797160493827161,15.592592592592593,20.012345679012345,0.7766172839506172,12.148148148148149,46.76543209876543,29.22222222222222,6.938271604938271,4.580246913580247,14.382716049382717,19.555555555555557,115.65432098765432,41.93827160493827,89.90123456790124,0.4670246913580247,12.91358024691358,36.53086419753087,0.35240740740740745,18.864197530864196,22.679012345679013,0.8338641975308643,12.197530864197532,45.41975308641975,27.28395061728395,6.555555555555555,5.592592592592593,15.617283950617283,18.555555555555557,0.38271604938271603
2024-10-25,0,IND,NYK,0,1.0,115.0,42.0,83.0,0.506,9.0,31.0,0.29,22.0,25.0,0.88,7.0,39.0,32.0,10.0,8.0,15.0,23.0,109.0,43.0,78.0,0.551,11.0,30.0,0.367,12.0,16.0,0.75,5.0,34.0,20.0,2.0,3.0,12.0,12.0,0.0
2024-10-25,0,GSW,UTA,1,1.0,140.0,48.0,93.0,0.516,20.0,48.0,0.417,24.0,30.0,0.8,15.0,57.0,38.0,13.0,5.0,18.0,27.0,124.0,40.0,85.0,0.471,10.0,26.0,0.385,34.0,45.0,0.756,14.0,49.0,21.0,7.0,9.0,17.0,24.0,0.0
2024-10-25,1,CLE,DET,1,1.0,136.0,51.0,87.0,0.586,14.0,30.0,0.467,20.0,26.0,0.769,8.0,36.0,29.0,10.0,9.0,13.0,22.0,109.0,38.0,88.0,0.432,9.0,33.0,0.273,24.0,28.0,0.857,12.0,38.0,22.0,6.0,2.0,14.0,21.0,0.0
2024-10-25,1,HOU,MEM,1,0.0,105.0,38.0,103.0,0.369,13.0,43.0,0.302,16.0,20.0,0.8,16.0,43.0,19.0,8.0,4.0,8.0,18.0,126.0,43.0,91.0,0.473,17.0,45.0,0.378,23.0,32.0,0.719,13.0,41.0,28.0,7.0,5.0,13.0,35.0,1.0
2024-10-25,0,CHI,MIL,1,0.0,111.0,42.0,86.0,0.488,10.0,34.0,0.294,17.0,25.0,0.68,9.0,47.0,26.0,4.0,2.0,21.0,16.0,124.0,43.0,80.0,0.538,16.0,37.0,0.432,22.0,31.0,0.71,8.0,46.0,27.0,4.0,9.0,14.0,23.0,1.0
2024-10-25,0,BRK,ORL,0,0.0,116.0,40.0,91.0,0.44,17.0,43.0,0.395,19.0,25.0,0.76,12.0,43.0,21.0,8.0,6.0,19.0,32.0,116.0,41.0,96.0,0.427,18.0,49.0,0.367,16.0,22.0,0.727,18.0,57.0,28.0,8.0,8.0,14.0,21.0,1.0
2024-10-25,1,LAL,PHO,1,1.0,110.0,42.0,95.0,0.442,5.0,30.0,0.167,21.0,25.0,0.84,15.0,46.0,22.0,7.0,8.0,7.0,22.0,116.0,38.0,78.0,0.487,15.0,38.0,0.395,25.0,34.0,0.735,4.0,42.0,25.0,12.0,9.0,22.0,23.0,1.0
2024-10-25,1,ATL,CHO,1,1.0,120.0,39.0,80.0,0.488,9.0,28.0,0.321,33.0,46.0,0.717,12.0,45.0,25.0,12.0,9.0,16.0,20.0,110.0,38.0,85.0,0.447,15.0,39.0,0.385,19.0,24.0,0.792,15.0,56.0,20.0,6.0,10.0,17.0,21.0,1.0
2024-10-25,0,PHI,TOR,0,0.0,109.0,41.0,98.0,0.418,8.0,31.0,0.258,19.0,27.0,0.704,17.0,49.0,18.0,4.0,2.0,10.0,28.0,106.0,36.0,86.0,0.419,12.0,31.0,0.387,22.0,29.0,0.759,14.0,38.0,25.0,8.0,6.0,19.0,24.0,0.0
2024-10-25,0,NOP,POR,1,1.0,123.0,45.0,97.0,0.464,14.0,37.0,0.378,19.0,21.0,0.905,7.0,42.0,29.0,15.0,10.0,12.0,17.0,104.0,36.0,92.0,0.391,8.0,34.0,0.235,24.0,30.0,0.8,13.0,42.0,21.0,10.0,4.0,18.0,22.0,0.0
2024-10-26,1,MIN,TOR,1,0.5,110.0,38.0,85.5,0.4445,16.5,45.5,0.35850000000000004,17.5,22.0,0.8115,9.0,44.5,20.5,3.5,1.5,16.5,23.0,110.5,35.5,81.0,0.44,9.0,27.0,0.324,30.5,37.5,0.8035,16.0,46.0,25.0,9.5,9.5,23.0,29.0,0.5
2024-10-26,0,CLE,WAS,1,1.0,124.5,46.5,84.5,0.5489999999999999,13.5,32.0,0.4245,18.0,24.5,0.7324999999999999,6.5,37.5,28.5,11.5,6.5,13.0,18.5,102.0,41.0,95.0,0.432,7.0,36.0,0.194,13.0,18.0,0.722,10.0,40.0,27.0,9.0,6.0,15.0,19.0,0.0
2024-10-26,1,MEM,ORL,1,0.5,117.0,40.5,91.0,0.4455,13.5,36.5,0.3675,22.5,34.0,0.665,13.5,42.0,26.0,7.5,6.5,16.0,30.0,116.0,40.0,85.5,0.47350000000000003,16.5,39.5,0.4335,19.5,27.5,0.712,11.5,48.0,28.0,9.0,7.5,13.5,20.0,1.0
2024-10-26,1,LAL,SAC,1,1.0,116.5,41.0,85.0,0.48750000000000004,9.5,28.5,0.343,25.0,32.0,0.792,10.5,41.5,27.5,8.5,6.5,10.0,20.0,115.0,38.0,82.0,0.463,11.0,29.0,0.379,28.0,35.0,0.8,4.0,38.0,21.0,7.0,2.0,9.0,18.0,0.0
2024-10-26,1,DEN,LAC,0,0.0,87.0,35.0,98.0,0.357,7.0,38.0,0.184,10.0,14.0,0.714,17.0,57.0,29.0,11.0,7.0,16.0,12.0,113.0,42.0,92.0,0.457,8.0,29.0,0.276,21.0,30.0,0.7,13.0,51.0,27.0,9.0,1.0,22.0,29.0,0.0
2024-10-26,0,BOS,DET,1,1.0,127.0,45.0,92.5,0.486,23.0,53.0,0.4265,14.0,17.5,0.8265,11.5,44.5,27.0,6.5,3.0,9.0,17.0,105.0,38.0,84.5,0.4505,11.0,32.5,0.3395,18.0,22.5,0.7815,10.0,40.0,23.5,4.5,3.5,18.0,21.5,0.0
2024-10-26,1,CHO,MIA,0,0.5,115.0,37.5,90.5,0.41600000000000004,18.0,45.0,0.39849999999999997,22.0,27.5,0.799,18.5,54.5,21.0,6.5,7.0,17.5,24.5,97.0,32.0,82.0,0.39,11.0,34.0,0.324,22.0,29.0,0.759,9.0,41.0,24.0,5.0,8.0,11.0,19.0,0.0
2024-10-26,0,HOU,SAS,0,0.5,116.5,40.5,100.5,0.404,15.0,43.0,0.34850000000000003,20.5,28.0,0.747,19.5,53.5,19.5,9.0,4.0,13.5,25.0,109.0,39.0,86.0,0.453,12.0,36.0,0.333,19.0,24.0,0.792,12.0,52.0,30.0,6.0,5.0,19.0,18.0,0.0
2024-10-26,1,CHI,OKC,0,0.5,122.0,44.0,91.0,0.4835,15.5,40.5,0.3705,18.5,24.0,0.775,9.0,46.5,28.0,7.0,3.0,15.5,16.5,102.0,43.0,101.0,0.426,8.0,36.0,0.222,8.0,12.0,0.667,13.0,49.0,23.0,9.0,13.0,12.0,15.0,1.0
2024-10-26,0,DAL,PHO,0,1.0,120.0,42.0,102.0,0.412,19.0,44.0,0.432,17.0,23.0,0.739,17.0,50.0,27.0,9.0,5.0,10.0,21.0,116.0,40.0,80.0,0.4995,16.0,37.5,0.42700000000000005,20.0,25.5,0.8085,4.5,38.0,30.0,10.0,6.5,19.5,24.5,0.5
2024-10-27,0,NOP,POR,0,1.0,114.0,40.5,91.5,0.4415,13.0,34.5,0.3765,20.0,26.0,0.791,9.0,43.0,27.0,13.5,9.0,13.0,19.5,103.5,36.5,91.0,0.401,10.5,35.5,0.293,20.0,25.0,0.8,11.5,45.0,23.5,8.5,7.5,19.0,22.0,0.0
2024-10-27,1,BRK,MIL,1,0.0,108.5,37.5,87.0,0.431,15.5,40.0,0.3865,18.0,23.0,0.785,10.0,40.0,21.5,7.5,4.5,19.0,31.5,123.0,44.5,86.5,0.5165,14.5,38.5,0.3785,19.5,28.0,0.6950000000000001,8.0,46.5,25.5,4.5,6.0,14.5,18.5,0.5
